prNumber,Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
jabref50-1942,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,regarding: #1920 adds an importer for the mods (xml) format the importer is written with a jaxb parserdetails on the format and the newest xml schema can be found [here]( used the newest schema (version 36)-  change in changelogmd described-  -  manually tested changed features in running jabref regarding: #1920   adds an importer for the mods (xml) format. the importer is written with a jaxb parser. details on the format and the newest xml schema can be found [here]( i ve used the newest schema (version 3.6). -   -   -  manually tested changed features in running jabref
jabref50-1942,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,regarding: #1920 adds an importer for the mods (xml) format the importer is written with a jaxb parserdetails on the format and the newest xml schema can be found [here]( used the newest schema (version 36)-  change in changelogmd described-  -  manually tested changed features in running jabref regarding: #1920   adds an importer for the mods (xml) format. the importer is written with a jaxb parser. details on the format and the newest xml schema can be found [here]( i ve used the newest schema (version 3.6). -   -   -  manually tested changed features in running jabref
jabref50-1942,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,regarding: #1920 adds an importer for the mods (xml) format the importer is written with a jaxb parserdetails on the format and the newest xml schema can be found [here]( used the newest schema (version 36)-  change in changelogmd described-  -  manually tested changed features in running jabref regarding: #1920   adds an importer for the mods (xml) format. the importer is written with a jaxb parser. details on the format and the newest xml schema can be found [here]( i ve used the newest schema (version 3.6). -   -   -  manually tested changed features in running jabref
jabref50-1944,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,   -->see #1943 for details -  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)    -->  see #1943 for details  -   -   -   () -  -   ( []()?)
jabref50-1944,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,   -->see #1943 for details -  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)    -->  see #1943 for details  -   -   -   () -  -   ( []()?)
jabref50-1944,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,   -->see #1943 for details -  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)    -->  see #1943 for details  -   -   -   () -  -   ( []()?)
jabref50-1950,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,   -->this pr is the first step towards supporting hierarchical keywords #628 -  refactor the keyword-related code to use new classes `keywordlist` and `keyword` -  unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877-  move keyword delimiter from preferences to metadata (database properties) -> new pr-  add hierarchical delimiter and change parsing logic in `keywordlist` accordingly -> new pr-  change ui to support hierarchical keywords -> new prnote: i also moved the stringutil class to model (in some sense it is jabrefs own string class) and removed entryutil (only had methods related to strings (-> stringutil) or keywords (-> keywordlist) )-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)    -->  this pr is the first step towards supporting hierarchical keywords #628.  -  refactor the keyword-related code to use new classes  keywordlist  and  keyword   -  unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877 -  move keyword delimiter from preferences to metadata (database properties) -> new pr -  add hierarchical delimiter and change parsing logic in  keywordlist  accordingly -> new pr -  change ui to support hierarchical keywords -> new pr  note: i also moved the stringutil class to model (in some sense it is jabref s own string class) and removed entryutil (only had methods related to strings (-> stringutil) or keywords (-> keywordlist) ). -   -   -   () -  -   ( []()?)
jabref50-1950,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,   -->this pr is the first step towards supporting hierarchical keywords #628 -  refactor the keyword-related code to use new classes `keywordlist` and `keyword` -  unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877-  move keyword delimiter from preferences to metadata (database properties) -> new pr-  add hierarchical delimiter and change parsing logic in `keywordlist` accordingly -> new pr-  change ui to support hierarchical keywords -> new prnote: i also moved the stringutil class to model (in some sense it is jabrefs own string class) and removed entryutil (only had methods related to strings (-> stringutil) or keywords (-> keywordlist) )-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)    -->  this pr is the first step towards supporting hierarchical keywords #628.  -  refactor the keyword-related code to use new classes  keywordlist  and  keyword   -  unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877 -  move keyword delimiter from preferences to metadata (database properties) -> new pr -  add hierarchical delimiter and change parsing logic in  keywordlist  accordingly -> new pr -  change ui to support hierarchical keywords -> new pr  note: i also moved the stringutil class to model (in some sense it is jabref s own string class) and removed entryutil (only had methods related to strings (-> stringutil) or keywords (-> keywordlist) ). -   -   -   () -  -   ( []()?)
jabref50-1950,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,   -->this pr is the first step towards supporting hierarchical keywords #628 -  refactor the keyword-related code to use new classes `keywordlist` and `keyword` -  unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877-  move keyword delimiter from preferences to metadata (database properties) -> new pr-  add hierarchical delimiter and change parsing logic in `keywordlist` accordingly -> new pr-  change ui to support hierarchical keywords -> new prnote: i also moved the stringutil class to model (in some sense it is jabrefs own string class) and removed entryutil (only had methods related to strings (-> stringutil) or keywords (-> keywordlist) )-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)    -->  this pr is the first step towards supporting hierarchical keywords #628.  -  refactor the keyword-related code to use new classes  keywordlist  and  keyword   -  unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877 -  move keyword delimiter from preferences to metadata (database properties) -> new pr -  add hierarchical delimiter and change parsing logic in  keywordlist  accordingly -> new pr -  change ui to support hierarchical keywords -> new pr  note: i also moved the stringutil class to model (in some sense it is jabref s own string class) and removed entryutil (only had methods related to strings (-> stringutil) or keywords (-> keywordlist) ). -   -   -   () -  -   ( []()?)
jabref50-1970,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-  change in changelogmd described-  -  manually tested changed features in running jabref -   -   -  manually tested changed features in running jabref
jabref50-1970,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-  change in changelogmd described-  -  manually tested changed features in running jabref -   -   -  manually tested changed features in running jabref
jabref50-1970,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,-  change in changelogmd described-  -  manually tested changed features in running jabref -   -   -  manually tested changed features in running jabref
jabref50-1981,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,issue: #1979 issue: #1979
jabref50-1981,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,issue: #1979 issue: #1979
jabref50-1981,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,issue: #1979 issue: #1979
jabref50-2114,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2109 ctrl-s doesnt trigger parsing error messageproblem: conflict of local shortcut (of the entry editor) with the global shortcutsolution: local shortcut removed (the action assigned to local and global shortcut is essentially the same (save database))-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 2109. ctrl-s doesn t trigger parsing error message. problem: conflict of local shortcut (of the entry editor) with the global shortcut. solution: local shortcut removed. (the action assigned to local and global shortcut is essentially the same (save database)) -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
jabref50-2114,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,2109 ctrl-s doesnt trigger parsing error messageproblem: conflict of local shortcut (of the entry editor) with the global shortcutsolution: local shortcut removed (the action assigned to local and global shortcut is essentially the same (save database))-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 2109. ctrl-s doesn t trigger parsing error message. problem: conflict of local shortcut (of the entry editor) with the global shortcut. solution: local shortcut removed. (the action assigned to local and global shortcut is essentially the same (save database)) -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
jabref50-2114,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,2109 ctrl-s doesnt trigger parsing error messageproblem: conflict of local shortcut (of the entry editor) with the global shortcutsolution: local shortcut removed (the action assigned to local and global shortcut is essentially the same (save database))-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 2109. ctrl-s doesn t trigger parsing error message. problem: conflict of local shortcut (of the entry editor) with the global shortcut. solution: local shortcut removed. (the action assigned to local and global shortcut is essentially the same (save database)) -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
jabref50-2163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2133earlier highlighting was done manually by adding tags to matches in the html text being sent to the pane instead i have opted to make use of the highlighting features of the jeditorpane class this gives the additional benefit that the highlight colour is changed automatically based on the system theme changes - created jeditorpanewithhighlighting class- removed matchhighlighter class and its tests- removed highlighting related tests from layoutentrytest-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 2133.  earlier  highlighting was done manually by adding tags to matches in the html text being sent to the pane. instead  i have opted to make use of the highlighting features of the jeditorpane class. this gives the additional benefit that the highlight colour is changed automatically based on the system theme.   changes  - created jeditorpanewithhighlighting class - removed matchhighlighter class and its tests - removed highlighting related tests from layoutentrytest -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
