prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,Data.Structure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
6377,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fixes #6357: File directory
6379,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix library sort order get lost
6381,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,Added a download checkbox to the import dialog
6386,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix jstyle was invalid with default section at the start
6389,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix underscore character being omitted from file name in Recent Libraries list
6402,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix action helper when no library is open
6406,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Restore some missing keyboard shortcuts
6407,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,Fixed an issue where a new entry is not shown in the library if a filter/search is active
6419,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix pasting on mac and linux
6423,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,Keep group pane size when resizing window (#6180)
6426,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sorting custom entry fields that contain numerical values
6427,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Add truncate as a BibTex key modifier
6440,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Add support for jumping in ordered author list by typing letters
6455,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix autocomplete thread
6475,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fixed #6472 that multiple background task popups stacked over each other
6478,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Fix libre office connection and other progress dialogs
6479,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fixes generated bibtex key and display of institute authors
6479,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fixes generated bibtex key and display of institute authors
6504,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Enable users to simultaneously search all SearchBasedFetchers
6508,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fixes missing library properties context menu on library tab
6511,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Return true in action helper if file is online link
6516,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Add some javadoc and fix the preview update issue
6518,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Refactor main table preferences
6528,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Additional check if values have changed in bindToEntry
6554,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,Fix Group hit counter calculation preferences
6554,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,Fix Group hit counter calculation preferences
6558,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Use letters to acess recent libraries in menu
6567,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix exception for unlinked files
6578,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fix XMP Exctrator not returning empty optional
6586,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,Validates the file path of a TexGroup and fixes Texgroups "Library has been modified by another program"
6586,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,Validates the file path of a TexGroup and fixes Texgroups "Library has been modified by another program"
6587,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Fix some fetcher tests
6590,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FIX RIS DOI import
6590,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FIX RIS DOI import
6603,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fixed an issue where entry preview tab has no name in drop down list.
6608,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix downloaded files moved to citation key dir
6635,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Change "duplicates" window to recall size/position
6637,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Fixes issue where Unix crashes when inotify is full
6641,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,mEDRA DOI fetcher implementation.
6642,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix for exception thrown if no delimiters were specified
6664,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Add Collection of Comp Sci Bibliographies fetcher
6682,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Rework search bar
6693,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,fixed issue 6692
6706,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Readability for citation key patterns
6723,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Delete link after download
6725,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Add CSS Customisation
6725,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Add CSS Customisation
6740,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix copy pasting and delete via menu or key
6740,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix copy pasting and delete via menu or key
6740,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix copy pasting and delete via menu or key
6746,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,Fix entry gets deleted after aux import
6747,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,[6574] Added support for biblatex-software
6760,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix HTML chars formatter for percent sign
6768,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Merge identical group color indicators
6768,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Merge identical group color indicators
6771,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Shared database synchronized by FocusChangedEvent
6771,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Shared database synchronized by FocusChangedEvent
6788,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix cleanup Field formatters not working when enabled
6790,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Fix more fetchers
6808,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Refactor edit action
6809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fixes #6705   added icon for multiple identifiers
6820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Follow up fix for copy paste
6825,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Architecture fix by re-sorting the classes
6833,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix/use format conversion for all imports
6858,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,Fix icon issue
6871,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,fixed copy key and link
6879,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,Fix pasting in CodeArea under mac
6897,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,DOI matching in duplicate check
6897,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,DOI matching in duplicate check
6920,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Improve parsing of short DOIs
6928,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,Changed default value of "search and store files relative to bibtex file" to true
6933,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix remove actions for entry types in the editor
6938,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix for some Unicode characters in citation keys
6941,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,Fix: in entry types editor selected field is not removed after first click
6945,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fix a fetcher test for the ShortDOIService
6960,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Corrected shortcut
6968,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Remove "online" prefix in the expected file URLs to fix Springer fetcher tests
6976,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix "irregularly losing ability to edit data in biblatex source tab"
6977,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Adapt the short DOI regex
6982,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,Fixed incorrect color of identity column header
6989,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Merge parsing of bracketed patterns
7007,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Support for exporting to YAML format
7009,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Removed menu entry for Manage external file types
7014,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Add selection of All Entries group on start-up
7025,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,add Cleanup for copying over physcial review article id as the page n…
7026,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,Improve error handling on GROBID server connection issues
7039,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,add short date formatter
7040,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix Shared Database Tests
7043,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Add online-link detection to FileFieldParser
7073,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fixes exception in preview using regexp search and regexp search without specified field
7077,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix preview settings not saved due to l10n
7082,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,Feature/enable paginated fetchers
7095,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fixed setting title of saved new library
7097,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,Update antlr task + gradle
7115,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Fixes NPE on opening GroupPanel
7116,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix saving in codeArea without leaving the field
7119,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Improve library loading UX
7131,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,Fixing glyph icon colors in Search Bar in Dark Mode
7132,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix document viewer not showing first page
7154,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix remembering password for sql db
7173,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Updates to colored group indicator for cited entries
7174,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fixed context menu of linked files not updated
7178,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fix newly added entry not synced to db
7178,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fix newly added entry not synced to db
7179,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Disable SLR in UI until #7126 is merged
7191,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fix Short DOI error
7210,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Updates to institution citation keys
7210,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Updates to institution citation keys
7224,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix ClipboardManager <-> Prefs ordering
7225,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,Fix some fetcher test
7229,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Disable ACM  Google Scholar  JSTOR
7232,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add a more descriptive path when Directory cannot be found
7240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Add Traditional Chinese
7243,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Fix Normalize pages formatter not replacing dashes
7260,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Improved detection of long DOIs within text
7269,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,Only disable  move to file dir when path equals
7290,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,Fix for issue 7287
7292,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fixed exception about missing custom css file
7296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fix typo in conversion for small pi
7302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Added Keyboard shortcuts (clear/set read status)
7338,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Fix expansion of bracketed expressions in RegExpBasedFileFinder
7352,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fixes regex (again) in PreviewViewer
7355,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,Fix harvard exporter by changing AuthorsFormatter
7357,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Export urldate to MSOffice
7358,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Export full month name instead of number in ms office
7368,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,Add migration to special field
7379,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,fix "Alt + keyboard shortcuts do not work"
7417,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Added keyboard shortcut for merging entries
7421,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,add selection copy to preview window
7438,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fixes the issue "Non valid number as font size results in an uncaught exception."
7440,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Zbmath fetcher
7443,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,Fix citation keys unintentionally being overwritten on import
7455,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,Unmerge LO citations
7471,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fixed validation before typing in new entry dialog #7020
7471,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fixed validation before typing in new entry dialog #7020
7484,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Improve user friendliness of automatically linked files
7494,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Simplify biblatex entry type form
7507,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,Fixed columns shrink in width when enlarging the JabRef window
7518,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Change export to save
7542,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Add simple Unit Tests
7543,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Add simple unit tests
7544,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,Add simple unit tests
7545,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Add simple unit tests
7548,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Fixed missing trigger for linked file operations
7549,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,add ability to insert arxivId
7551,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,Fix for issue 6487: Opening BibTex file (doubleclick) from Folder with spaces not working
7552,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,UI: Fix for group icon
7552,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,UI: Fix for group icon
7558,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,Allow identical group names
7569,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Custom DOI base address fix
7571,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,Refactor simple Unit Tests
7573,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix column sort order gets overwritten
7579,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Add unit tests for org.jabref.gui classes
7581,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,Refactoring and addition of unit tests
7600,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix NumberFormatException in BracketedPattern
7602,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Adds progress count to Possible Duplicates dialog
7636,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Add more unit tests to three gui classes
7636,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Add more unit tests to three gui classes
7638,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Add more unit tests
7639,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,Fix for issue 5850: Journal abbreviations in UTF-8 not recognized
7652,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix for issue 7633: Unable to download arXiv pdfs if Title contains curly brackets
7655,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,Fix#7195 partly Opacity of disabled icon-buttons
7656,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,Fixes #7016 toggle of special fields does not work for sorted entries
7657,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,Fix SSLHandshake Exception by using bypass
7663,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,Fixes Jabref#7660 Unable to download some arXiv links if the "eprint" field is missing
7664,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,Fix for issue 7641: Wrong path to TeXstudio
7667,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,Fix for issue 6199: EndNote .xml import to JabRef: PDF links are not imported corrected.
7671,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,migration of timestamp
7672,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix threading cleanup in performSearch
7672,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix threading cleanup in performSearch
7674,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fixes Jabref#7305: the RFC fetcher is not compatible with the draftFix for issue 7305
7675,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix cleanup run on wrong entry when fetching from DOI
7685,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,add and extend unit tests
7687,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,Refactoring existing unit tests
7693,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,Refactoring existing unit tests
7694,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,Add and extend unit tests
7696,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Add simple unit tests
7697,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Refactor NoBibTexFieldCheckerTest to increase mutation coverage
7698,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Added DoiDuplicationCheckerTest to increase coverage
7700,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Refactoring existing unit tests into parametrized tests
7702,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,Fix for issue 6197: Do not store downloaded file if it is already attached
7705,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Added preset for new entry keybindings and reintroduced defaults
7705,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Added preset for new entry keybindings and reintroduced defaults
7708,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Select the entry which has smaller dictonary order when merge
7709,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix for issue 6966: open all files of multiple entries
7711,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fix: make fields sorted by lexicographical order
7717,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,fix: make more fields  fomatters  ids and languages sorted by alphabetical order
7733,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Fix for issue 5804: Rewrite ACM fetcher
7734,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,support fall back fields in citation key generation
7775,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fix ris importer follow up
7775,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fix ris importer follow up
7797,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,Added auto-key-generation task to task-progress
7808,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Implemented a select all button for the library import function (issue #7786)
7808,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Implemented a select all button for the library import function (issue #7786)
