Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution these will be add back after fixing the tests changed the output directories of unit tests project to not interfere with product dlls      1567     1 validated both debug and release config2 validate msi and msix by launching fanzyzoneeditor    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution. these will be add back after fixing the tests.  changed the output directories of unit tests project to not interfere with product dlls.     1567      1. validated both debug and release config. 2. validate msi and msix by launching fanzyzoneeditor
1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,5045        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 5045           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2394-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 2394.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,    version number shown in general settings page is now in line with whats in the `installer/versionprops` file      2550*      (      * `powertoys_version` field gets updated if its version is newer than that of the file it is left untouched otherwise this check should be useful in case of any migrations necessary on the future    * navigate to the general settings page should display v0170* `settingsjson` powertoys_version is updated to v0170 if coming from a previous version    version number shown in general settings page is now in line with whats in the  installer/version.props  file     2550 . if not  go over [here](      *  powertoys_version  field gets updated if its version is newer than that of the file  it is left untouched otherwise. this check should be useful in case of any migrations necessary on the future.     * navigate to the general settings page  should display v0.17.0. *  settings.json  powertoys_version is updated to v0.17.0 if coming from a previous version.
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,this finally 963 a quick fix has been introduced in 661eea007e555 but that does not cover the lower case writing of the type```@comment{jabref-meta: database_type:bibtex}```finally gets```@comment{jabref-meta: databasetype:bibtex}```-  change in changelogmd described -> this has been introduced in the development versions after the last release thus no entry required-   -> tests have been adapted to match this new implementation this finally 963. a quick fix has been introduced in 661eea007e555  but that does not cover the lower case writing of the type.      @comment{jabref-meta: database_type:bibtex }      finally gets      @comment{jabref-meta: databasetype:bibtex }     -   -> this has been introduced in the development versions after the last release  thus no entry required -   -> tests have been adapted to match this new implementation
1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,implemented a solution to issue #585: fancyzones: alignment/snapping/ruler    this pr implements one aspect of issue #585 now windows in the canvas zone editor will snap to each other when being moved and resized         585 *      (      closed #1277 in favor of this pr because i messed up the history on the other branch    manually tested the canvas zone editor in various scenarios implemented a solution to issue #585: fancyzones: alignment/snapping/ruler     this pr implements one aspect of issue #585. now  windows in the canvas zone editor will snap to each other when being moved and resized.         585  . if not  go over [here](      closed #1277 in favor of this pr  because i messed up the history on the other branch.     manually tested the canvas zone editor in various scenarios.
1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,implement getextension and getdescription for importers #1444 -  change in changelogmd described-   implement getextension and getdescription for importers. #1444  -   -  
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,    this pr adds many p0 and p1 ui tweaks as well as some bug fixes final ui tweaks on column sizes will be made after fixing #2778  ill make those changes in a separate pr but off of this branch to make reviewing simpler![kbmuitweaks]( please review the items on the pr checklist before submitting-->     2651 #2650 #2545  #2486*      (      - fixed kbm window not in foreground on first launch- added arrow for clear direction on remapping- changed window headers to wrap to text so that it doesnt get cut out on resizing- changed column sizes and tweaked alot of the ui parameters- added constants for all the column and table related logic to make tweaking code much easier (earlier a ton of numbers were hardcoded)- fixed an issue where incorrect warnings would appear for conflicting modifer keys- set default window sizes for both windows- set center of the screen as default start location for the windows multi-monitor issue still exists however- set the type key and type shortcut buttons to match in size with drop down    this pr adds many p0 and p1 ui tweaks as well as some bug fixes. final ui tweaks on column sizes will be made after fixing #2778 . i ll make those changes in a separate pr but off of this branch to make reviewing simpler. ![kbmuitweaks](      2651  #2650  #2545   #2486 . if not  go over [here](      - fixed kbm window not in foreground on first launch - added arrow for clear direction on remapping - changed window headers to wrap to text so that it doesn t get cut out on resizing - changed column sizes and tweaked alot of the ui parameters - added constants for all the column and table related logic to make tweaking code much easier (earlier a ton of numbers were hardcoded) - fixed an issue where incorrect warnings would appear for conflicting modifer keys - set default window sizes for both windows - set center of the screen as default start location for the windows. multi-monitor issue still exists however - set the type key and type shortcut buttons to match in size with drop down
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,936when an entry is cut/deleted the preview panel will be hidden due to the fact that no entry is selected anymore-  change in changelogmd described?-  ? ( )-  ?-  ? 936. when an entry is cut/deleted the preview panel will be hidden due to the fact that no entry is selected anymore. -  ? -   -  ? -  ?
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,      fix the crash when a drive is opened as a work space  :  check if the return is null or empty and if so find the directory name instead  :  1 open c drive in vs code2 test with { in current release there should be a crash or no results shown3 test with { in this pr and see results are shown c drive should be in list (  -     ** #11910-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (        fix the crash when a drive is opened as a work space.  :   check if the return is null or empty and if so find the directory name instead.  :   1. open c drive in vs code 2. test with { in current release. there should be a crash or no results shown 3. test with { in this pr and see results are shown. c drive should be in list  (      -  ** #11910 -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
